Ticket #,Tab,Vendor,MSC Part #,Material,Material Grade,Coolant,Interrupted Cut,Machine Type,Insert Number,Insert Grade,Surface Feet Per Minute,Inches Per Revolution,Total Depth of Cut in Inches,Number of Parts Per Insert Edge,Tool Life,Index Time in Seconds,Annual Part Production,Burden Rate Per Hour,Insert Cost Per Each Insert,Number of Edges per Insert,Cycle Time Per Part in Seconds
001019472,Current,MITSUBISHI MATERIALS U.S.A. CO,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,lathe,CNMG432MA,UC5015,400.0,0.007,0.03,65.0,6.077038109999999,5,20000,60,8.5,4,5.60957364
001019472,Actual,KENNAMETAL,65857948,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,lathe,CNMG432UN,KCK15,400.0,0.008,0.03,145.0,11.86191089,5,20000,60,9,4,4.90837692
001019457,Current,SANDVIK HARD MATERIALS,,"Nickel-Base, Heat Resistant Alloys",Astroloy,Wet,Light,Hardinge,n123.0300,1125,125.0,0.0025,0.06,8.0,6.96628272,120,2000,65.00,13.48,1,52.2471204
001019457,Actual,KENNAMETAL,91976852,"Nickel-Base, Heat Resistant Alloys",Astroloy,Wet,Light,Hardinge,A4G0300M03P04GUP,KCU10,125.0,0.0028,0.06,35.0,27.212041850000002,120,2000,65.00,18.20,2,46.6492146
001019437,Current,MANCHESTER TOOL CO.,,Free-Machining Steels,1151,Wet,Light,hitachi seiki,chip maker3541558,m40,150.0,0.002,0.125,4.0,52.35602094,60,800,60,18.00,2,785.3403141
001019437,Actual,KENNAMETAL,57721110,Free-Machining Steels,1151,Wet,Light,hitachi seiki,A2040R06CL02,KCU25,250.0,0.004,0.125,10.0,39.26701574,60,800,60,17.58,2,235.60209444
001019436,Current,"ISCAR METALS, INC.",,Low-Carbon Steels,1018,Wet,None,CNC Lathe,NG3047RK,KC730,280.0,0.003,0.047,3000.0,38.706056999999994,600,2000000,50,16.11,2,0.77412114
001019436,Actual,"ISCAR METALS, INC.",83787465,Low-Carbon Steels,1018,Wet,None,CNC Lathe,PENTA24N120J000,IC908,460.0,0.003,0.047,3200.0,25.1308896,600,2000000,50,31.75,5,0.47120418
001019435,Current,"ISCAR METALS, INC.",,Austenitic Stainless Steels,304,Wet,None,Hyundai-Kia SKT25,VNMG331NF,IC907,500.0,0.004,0.01,1.0,0.6413612559999999,90,500,110.,14.,4,38.48167536
001019435,Actual,HERTEL,89455521,Austenitic Stainless Steels,304,Wet,None,Hyundai-Kia SKT25,VNMG331HL1,HP515T,650.0,0.006,0.01,19.0,6.249160952,90,500,110.,14.,4,19.73419248
001019433,Current,MITSUBISHI MATERIALS U.S.A. CO,,Austenitic Stainless Steels,304,Wet,None,Hyundai-Kia SKT25,CNMG432MA,VP15TF,300.0,0.007,0.07,3.0,9.162303660000001,90,500,110,8.40,4,183.2460732
001019433,Actual,KENNAMETAL,76369321,Austenitic Stainless Steels,304,Wet,None,Hyundai-Kia SKT25,CNMG432RP,KCM25,500.0,0.012,0.125,10.0,5.34467712,90,500,110,10.28,4,32.06806272
001019432,Current,"ISCAR METALS, INC.",,Low-Carbon Steels,1018,Wet,None,CNC Lathe,DNMG331PP,IC9150,725.0,0.005,0.015,80.0,47.83534928,600,2000000,50,7.79,4,35.87651196
001019432,Actual,"ISCAR METALS, INC.",77974087,Low-Carbon Steels,1018,Wet,None,CNC Lathe,DNMG331TF,IC8250,725.0,0.004,0.04,160.0,59.79418656000001,600,2000000,50,8.50,4,22.42281996
001019431,Current,"ISCAR METALS, INC.",,Low-Carbon Steels,1018,Wet,None,CNC Lathe,DNMG331PP,IC9150,725.0,0.005,0.015,80.0,47.83534928,600,2000000,50,7.79,4,35.87651196
001019431,Actual,"ISCAR METALS, INC.",52702172,Low-Carbon Steels,1018,Wet,None,CNC Lathe,DNMG331SF,IC520N,725.0,0.004,0.04,135.0,50.45134491000001,600,2000000,50,12.06,4,22.42281996
001019394,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",4422,Wet,None,CNC LATHE,DCMX3251-WF,1525,700.0,0.005,0.03,70.0,104.71204184,360,15000,65,15.15,2,89.75317872
001019394,Actual,SECO,72491822,"Med-High Plain-Carbon,Alloy, Tool Steels",4422,Wet,None,CNC LATHE,DCMX32.51-F1,TP1500,750.0,0.006,0.03,80.0,93.07737056,360,15000,65,14.31,2,69.80802792
001019390,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",4340,Wet,None,CNC LATHE,DNGZ431,KT150,900.0,0.006,0.03,62.0,105.19681980000001,360,2500,65,19.62,4,101.803374
001019390,Actual,WALTER-WAUKESHA,50919356,"Med-High Plain-Carbon,Alloy, Tool Steels",4340,Wet,None,CNC LATHE,DNMG431-FP5,WPP10S,1260.0,0.007,0.03,79.0,82.06598518099999,360,2500,65,19.45,4,62.32859634
001019389,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",4340,Wet,None,CNC LATHE,DNGZ431,KT150,900.0,0.006,0.03,62.0,105.19681980000001,360,2500,65,19.62,4,101.803374
001019389,Actual,WALTER-WAUKESHA,57222374,"Med-High Plain-Carbon,Alloy, Tool Steels",4340,Wet,None,CNC LATHE,DNMG431-MP3,WPP10S,1200.0,0.006,0.03,74.0,94.16812095,360,2500,65,19.45,4,76.3525305
001019388,Current,KENNAMETAL,,Aluminum,6061-T6,Wet,None,WHACHEON,A4G125IO3P1GMN,KC5010,4534.0,0.008,0.01,750.0,25.24122525,180,100000,40,13.95,2,2.01929802
001019388,Actual,TOOL FLO MFG INC,52716834,Aluminum,6061-T6,Wet,None,WHACHEON,GIPA 3.00-0.20,IC20,4534.0,0.008,0.01,3500.0,117.7923845,180,100000,40,18.08,2,2.01929802
001019385,Current,KENNAMETAL,,Aluminum,6061-T6,Wet,None,MORI SEIKI SL-1A,NPR51,K68,3900.0,0.005,0.032,350.0,8.406531000000001,60,90000,40,8.60,2,1.4411196
001019385,Actual,TOOL FLO MFG INC,91269704,Aluminum,6061-T6,Wet,None,MORI SEIKI SL-1A,FLPGR-51,AC3R,3900.0,0.005,0.032,1500.0,36.02799,60,90000,40,13.31,2,1.4411196
001019377,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",D2,Wet,None,Hitachi,CNGA432S0330A,7025,300.0,0.004,0.01,2.0,8.72600349,90,100,90,160.,4,261.7801047
001019377,Actual,HERTEL,89455679,"Med-High Plain-Carbon,Alloy, Tool Steels",D2,Wet,None,Hitachi,CNMG432HL1,HP515T,250.0,0.004,0.01,3.0,15.706806281999999,90,100,90,7.82,4,314.13612564
001019366,Current,KENNAMETAL,,Austenitic Stainless Steels,316,Wet,None,LATHE,CNMG-432 MS1,KC9230,531.0,0.01,0.07,19.0,11.70862042,180,3000,150,5.14,4,36.9745908
001019366,Actual,KENNAMETAL,69262368,Austenitic Stainless Steels,316,Wet,None,LATHE,CNMG-432 MP,KCU10,531.0,0.01,0.07,29.0,17.87105222,180,3000,150,10.46,4,36.9745908
001019364,Current,SANDVIK HARD MATERIALS,,Low-Carbon Steels,12L14,Wet,None,NC Lathe,R166.OL-16NT01-140,1020,333.0,0.071,0.035,600.0,79.7198616,120,500000,90.00,19.44,3,7.97198616
001019364,Actual,CARMEX PRECISION TOOLS LTD,52665825,Low-Carbon Steels,12L14,Wet,None,NC Lathe,16IR-14NPT-2M,MXC,333.0,0.071,0.035,900.0,59.7898962,120,500000,90.00,18.38,3,3.98599308
001019362,Current,KENNAMETAL,,Aluminum,6061-T6,Wet,None,MORI SEIKI SL-1A,NPL52,K68,2600.0,0.008,0.054,300.0,16.3486704,60,90000,40,8.60,2,3.26973408
001019362,Actual,TOOL FLO MFG INC,91269761,Aluminum,6061-T6,Wet,None,MORI SEIKI SL-1A,FLPGL-52,GP3,2600.0,0.008,0.054,3400.0,185.28493120000002,60,90000,40,15.69,2,3.26973408
001019356,Current,MITSUBISHI MATERIALS U.S.A. CO,,Titanium & Titanium Alloys,Ti-13V-11Cr-3Al,Wet,None,lathe,cnmg432,us905,200.0,0.009,0.06,5.0,13.089005235,60,1000,75.00,9.21,4,157.06806282
001019356,Actual,CERATIZIT U.S.A.,66659392,Titanium & Titanium Alloys,Ti-13V-11Cr-3Al,Wet,None,lathe,cnmg432,ctc5235,200.0,0.009,0.09,8.0,13.961605584,60,1000,75.00,9.50,4,104.71204188
001019355,Current,HERTEL,,Misc Non-Ferrous/Non-Metals,Resin,Dry,None,lathe,cpg422,ht10,1800.0,0.016,0.125,8.0,13.961605584,60,6000,70.00,11.06,2,104.71204188
001019355,Actual,KENNAMETAL,08441412,Misc Non-Ferrous/Non-Metals,Resin,Dry,None,lathe,ccmt432,kc730,2000.0,0.017,0.125,9.0,13.30458885,60,6000,70.00,15.68,2,88.697259
001019351,Current,SECO,,"Med-High Plain-Carbon,Alloy, Tool Steels",A,Wet,None,lathe,cnma643,883,95.0,0.005,0.025,2.0,96.9964186,60,200,60.00,28.15,4,2909.892558
001019351,Actual,KENNAMETAL,02563807,"Med-High Plain-Carbon,Alloy, Tool Steels",A,Wet,None,lathe,cnmp643,k313,110.0,0.006,0.025,3.0,104.71204188300001,60,200,60.00,28.15,4,2094.24083766
001019350,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",1055,Wet,None,Copy Lathe,DNMP432K,KC9125,408.0,0.0045,0.094,4.0,0.33808986,120,25000,80.00,22.69,320,5.0713479
001019350,Actual,KENNAMETAL,65858151,"Med-High Plain-Carbon,Alloy, Tool Steels",1055,Wet,None,Copy Lathe,DNMG432FF,KCP10,449.0,0.008,0.094,4.0,0.172809848,120,25000,80.00,21.51,700,2.59214772
001019338,Current,SANDVIK HARD MATERIALS,,"Ferritic, Martensitic, PH Stainless Steels",15-5 PH,Wet,Light,CNC,CNMG 432,4023,250.0,0.008,0.093,4.0,35.811518328000005,120,200,85,11.50,4,537.17277492
001019338,Actual,INGERSOLL CUTTING TOOL COMPANY,43430529,"Ferritic, Martensitic, PH Stainless Steels",15-5 PH,Wet,Light,CNC,CNMG 432,TT5080,450.0,0.008,0.093,50.0,248.69109945,120,200,85,11.95,4,298.42931934
001019335,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",1055,Wet,None,Copy Lathe,DNMP432K,KC9125,458.0,0.006,0.094,4.0,0.914515648,120,25000,80.00,22.69,185,13.71773472
001019335,Actual,KENNAMETAL,65858151,"Med-High Plain-Carbon,Alloy, Tool Steels",1055,Wet,None,Copy Lathe,DNMG432FF,KCP10,589.0,0.008,0.094,4.0,0.5333380719999999,120,25000,80.00,21.51,700,8.00007108
001019333,Current,SANDVIK HARD MATERIALS,,Austenitic Stainless Steels,304,Wet,None,Hyundai-Kia SKT25,CNMG542MM,2025,200.0,0.004,0.25,3.0,117.80104716000001,90,500,110.,18.98,4,2356.0209432
001019333,Actual,KENNAMETAL,76370360,Austenitic Stainless Steels,304,Wet,None,Hyundai-Kia SKT25,CNMG542UP,KCM25,300.0,0.007,0.25,5.0,56.095736715,90,500,110.,20.48,4,673.14884058
001019331,Current,SANDVIK HARD MATERIALS,,Austenitic Stainless Steels,Duplex,Wet,None,Lathe,CPMT2(1.5)1-PM,4225,475.0,0.005,0.08,4.0,2.2044640319999997,120,240,60.00,16.12,2,33.06696048
001019331,Actual,KENNAMETAL,04945903,Austenitic Stainless Steels,Duplex,Wet,None,Lathe,CPMT2151LF,KC5010,800.0,0.01,0.08,31.0,5.071989484,120,240,60.00,16.12,2,9.81675384
001019329,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",1055,Wet,None,Copy Lathe,DNMP432K,KC9125,491.0,0.007,0.094,4.0,0.5141157120000001,120,25000,80.00,22.69,300,7.71173568
001019329,Actual,KENNAMETAL,65858151,"Med-High Plain-Carbon,Alloy, Tool Steels",1055,Wet,None,Copy Lathe,DNMG432FF,KCP10,589.0,0.008,0.094,4.0,0.375003332,120,25000,80.00,21.51,700,5.62504998
001019328,Current,TUNGALOY,,Austenitic Stainless Steels,304,Wet,None,Hyundai-Kia SKT25,CPMT3231PS,T9125,300.0,0.003,0.07,2.0,5.8173356599999995,90,500,110.,5.87,2,174.5200698
001019328,Actual,KENNAMETAL,69257863,Austenitic Stainless Steels,304,Wet,None,Hyundai-Kia SKT25,CPGT3252LF,KCU10,650.0,0.005,0.07,15.0,12.08215866,90,500,110.,12.68,2,48.32863464
001019324,Current,SANDVIK HARD MATERIALS,,Austenitic Stainless Steels,316,Dry,Light,LATHE,CNMG 543-PR,4315,50.0,0.008,0.03,0.1,7.545811565200001,150,10,65.00,20.16,4,4527.48693912
001019324,Actual,SECO,36763027,Austenitic Stainless Steels,316,Dry,Light,LATHE,WNMG433-MF5,TH1500,72.0,0.008,0.03,0.2,10.4802937856,150,10,65.00,16.49,6,3144.08813568
001019290,Current,CHICAGO HI-SPEED TOOL SUPPLY,,Austenitic Stainless Steels,303,Wet,None,davenport,sbcl632,cobalt,200.0,0.002,0.375,9666.0,1731.719566494,900,145000,30,79.9,1,10.74934554
001019290,Actual,KORLOY,52604402,Austenitic Stainless Steels,303,Wet,None,davenport,tan7000 krobalt,tan7000,200.0,0.002,0.375,18000.0,3224.803662,500,145000,30,53.10,1,10.74934554
001019275,Current,CARMEX PRECISION TOOLS LTD,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,Okuma CNC Lathe,NTC3R16E,KC730,74.0,0.0625,0.041,130.0,14.701570649999999,300,129000,120.00,10.70,2,6.7853403
001019275,Actual,CARMEX PRECISION TOOLS LTD,08860553,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,Okuma CNC Lathe,16ER16UN 2M,MXC,118.0,0.0625,0.041,500.0,15.760048000000003,300,129000,120.00,17.90,3,1.89120576
001019274,Current,KENNAMETAL,,Austenitic Stainless Steels,316,Wet,None,LATHE,CCMT 32.52 MF,KC5025,250.0,0.01,0.06,16.0,69.478533872,120,450,150,7.96,2,260.54450202
001019274,Actual,SECO,51473783,Austenitic Stainless Steels,316,Wet,None,LATHE,CCMT 32.52 MF2,TP2500,423.0,0.01,0.06,6.0,15.398611206,120,450,150,13.00,2,153.98611206
001019273,Current,KENNAMETAL,,Titanium & Titanium Alloys,Ti-6Al-4V,Wet,None,LATHE,CCMT 32.52 MF,KC5025,300.0,0.01,0.06,3.0,122.701570686,120,300,150,9.84,2,2454.03141372
001019273,Actual,SECO,72493034,Titanium & Titanium Alloys,Ti-6Al-4V,Wet,None,LATHE,CCMT 32.52-F1,TS2000,300.0,0.01,0.06,4.0,163.602094248,120,300,150,10.04,2,2454.03141372
001019242,Current,KENNAMETAL,,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,None,Chuck Lathe,GSP125N,KC722,80.0,0.001,0.55,7.0,2.576897904,120,6000,65.0,6.80,1,22.08769632
001019242,Actual,KENNAMETAL,67056861,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,None,Chuck Lathe,A2030N00CF00,KCU25,150.0,0.002,0.55,11.0,1.0798429290000002,120,6000,65.0,8.65,1,5.89005234
001019240,Current,SANDVIK HARD MATERIALS,,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,None,Chuck Lathe,CNMG 432 QM,GC1105,160.0,0.01,0.05,5.0,18.4064136,120,6000,65.0,9.25,4,220.8769632
001019240,Actual,KENNAMETAL,87060430,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,None,Chuck Lathe,CNMG 432P,KCU10,160.0,0.01,0.05,8.0,29.45026176,120,6000,65.0,9.18,4,220.8769632
001019235,Current,WALTER-WAUKESHA,,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,None,CNC Lathe,CNMG 432,WPP 20,120.0,0.003,0.01,1.0,58.173356602,60,100,100,9.83,4,3490.40139612
001019235,Actual,HERTEL,44880110,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,None,CNC Lathe,SHCNMA 432,HT630BN,300.0,0.003,0.01,10.0,232.69342639999996,60,100,100,15.68,4,1396.1605584
001019215,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",H13,Wet,Light,Haas,CNMG432-MP,KC5010,200.0,0.005,0.02,4.0,24.738219884,120,5000,65.00,5.92,4,371.07329826
001019215,Actual,SECO,72493240,"Med-High Plain-Carbon,Alloy, Tool Steels",H13,Wet,Light,Haas,CNMG432-MR3,TS2000,240.0,0.008,0.02,8.0,25.768979039999998,120,5000,65.00,10.30,4,193.2673428
001019208,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",M2,Dry,None,Lathe,CNMG 432,4225,550.0,0.006,0.6,10.0,71.39457399999999,60,2500,60,13.50,4,428.367444
001019208,Actual,SECO,88443684,"Med-High Plain-Carbon,Alloy, Tool Steels",M2,Dry,None,Lathe,WMNG 432,TP2500,600.0,0.008,0.6,15.0,58.90052352,60,2500,60,14.45,6,235.60209408
001019206,Current,MITSUBISHI MATERIALS U.S.A. CO,,Gray Cast Irons,class 30,Wet,None,lathe,WNMA433,FX105,1000.0,0.006,0.1,14.0,24.665214644,300,8900,65,5.85,6,105.70806276
001019206,Actual,KENNAMETAL,87949624,Gray Cast Irons,class 30,Dry,None,lathe,CNGX452,KYK25,2000.0,0.0066,0.1,50.0,40.0409328,300,8900,65,18.18,4,48.04911936
001019205,Current,MITSUBISHI MATERIALS U.S.A. CO,,Gray Cast Irons,class 30,Wet,None,lathe,VNMG332,FX105,858.0,0.0059,0.05,30.0,135.1353519,300,8900,65,9.38,4,270.2707038
001019205,Actual,KENNAMETAL,63706899,Gray Cast Irons,class 30,Dry,None,lathe,A4G0600M06P08T01025,ky3500,2000.0,0.0038,0.05,100.0,100.01201419999998,300,8900,65,30.79,2,60.00720852
001019204,Current,MITSUBISHI MATERIALS U.S.A. CO,,Gray Cast Irons,class 30,Wet,None,lathe,GY2M0500H040N-GM,MY5015,817.0,0.005,0.197,15.0,83.73098871,300,8900,65,15.38,2,334.92395484
001019204,Actual,KENNAMETAL,63706907,Gray Cast Irons,class 30,Wet,None,lathe,A4G008M08P08T10125,KY3500,2000.0,0.0055,0.315,80.0,82.91905176,300,8900,65,33.24,2,62.18928882
001019202,Current,SANDVIK HARD MATERIALS,,Aluminum,6061-T6,Dry,Light,CNC Turning Center,CNMP642AL,GC1025,2000.0,0.016,0.25,16.0,150.78534028800001,30,10000,125.00,57.00,2,565.44502608
001019202,Actual,SECO,07261845,Aluminum,6061-T6,Dry,Light,CNC Turning Center,CNMG642M5,TP3500,3000.0,0.125,0.25,48.0,19.30052352,30,10000,125.00,32.00,4,24.1256544
001019201,Current,KENNAMETAL,,Austenitic Stainless Steels,316,Wet,Heavy,mori,cnmg432mn,kc9010,400.0,0.006,0.06,1.0,7.853403150999999,240,120,60,10.43,4,471.20418906
001019201,Actual,SECO,85394773,Austenitic Stainless Steels,316,Wet,Heavy,mori,dnmp432mf1,tm4000,400.0,0.006,0.06,2.0,15.706806301999999,240,120,60,10.01,4,471.20418906
001019200,Current,KENNAMETAL,,Austenitic Stainless Steels,316,Wet,Heavy,mori,cnmg432mn,kc9010,400.0,0.006,0.08,1.0,7.853403150999999,240,120,60.,10.43,4,471.20418906
001019200,Actual,KENNAMETAL,76369933,Austenitic Stainless Steels,316,Wet,Heavy,mori,cnmg432mp,kcm35,400.0,0.006,0.08,3.0,23.560209453,240,120,60.,10.28,4,471.20418906
001019199,Current,KENNAMETAL,,Austenitic Stainless Steels,316,Wet,Heavy,moriski,cnmg 432 mn,kc9010,400.0,0.006,0.06,1.0,3.490401396,180,120,60.,10.43,4,209.42408376
001019199,Actual,KENNAMETAL,76369933,Austenitic Stainless Steels,316,Wet,Heavy,moriski,cnmg432mp,kcm35,400.0,0.006,0.06,4.0,13.961605584,180,120,60.,10.28,4,209.42408376
001019192,Current,"ISCAR METALS, INC.",,"Nickel-Base, Heat Resistant Alloys",Waspaloy,Wet,Light,VERTICLE LATHE,SNMG433-TF,IC907,180.0,0.05,0.08,0.5,4.2539267039999995,120,2000,80.00,10.00,8,510.47120448
001019192,Actual,SECO,72493380,"Nickel-Base, Heat Resistant Alloys",Waspaloy,Wet,Light,VERTICLE LATHE,SNMG-433MR3,TS2000,180.0,0.05,0.12,1.0,5.671902272,120,2000,80.00,11.34,8,340.31413632
001019166,Current,"ISCAR METALS, INC.",,Austenitic Stainless Steels,304L,Wet,Light,lathe,CNMG 432,IC6025,390.0,0.01,1.302,3.5,24.051047054999998,600,1800,240.00,16.29,4,412.3036638
001019166,Actual,"ISCAR METALS, INC.",55025399,Austenitic Stainless Steels,304L,Wet,Light,lathe,CNMG 332,IC6025,390.0,0.01,1.302,4.0,27.48691092,600,1800,240.00,11.40,4,412.3036638
001019123,Current,SANDVIK HARD MATERIALS,,"Nickel-Base, Heat Resistant Alloys",in 102,Wet,None,CNC Lathe,CNMG 432-SMR,H13A,170.0,0.008,0.1,1.0,17.362180475,1,500,75.,13.,4,1041.7308285
001019123,Actual,"ISCAR METALS, INC.",93678092,"Nickel-Base, Heat Resistant Alloys",in 102,Wet,None,CNC Lathe,CNMG 433-TF,IC 807,170.0,0.015,0.1,1.0,9.259829585,1,500,75.,12.05,4,555.5897751
001019102,Current,NTK CUTTING TOOLS,,Gray Cast Irons,class 30,Wet,None,howa,cnga543t,sx1,2800.0,0.015,0.02,50.0,21.8773373,300,60000,60.,8.09,4,26.25280476
001019102,Actual,KENNAMETAL,44739191,Gray Cast Irons,class 30,Wet,None,howa,cnmx453t0820,ky3500,2800.0,0.015,0.02,50.0,21.8773373,300,60000,60.,6.1,4,26.25280476
001019071,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",4340,Wet,None,CNC Lathe,RNMG 43,4225,800.0,0.012,0.15,5.0,17.179319369999998,60,600,100,12.67,4,206.15183244
001019071,Actual,SECO,88443080,"Med-High Plain-Carbon,Alloy, Tool Steels",4340,Wet,None,CNC Lathe,RNMG 43 M3,TP 2500,900.0,0.012,0.15,10.0,30.5410122,60,600,100,11.78,4,183.2460732
001019067,Current,WALTER-WAUKESHA,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,CNC Lathe,CNMG 432,WPP20,700.0,0.01,0.06,5.0,89.75317875,60,500,100,8.50,4,1077.038145
001019067,Actual,SECO,82371824,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,CNC Lathe,CNMG 432 M3,TP1500,900.0,0.012,0.15,17.0,79.11576497600001,60,500,100,10.34,4,279.23211168
001019065,Current,"ISCAR METALS, INC.",,Titanium & Titanium Alloys,Ti-6Al-4V,Wet,None,EUROTECH HORZ LATHE,GIA 4.00K-0.40,IC5010,90.0,0.006,0.06,50.0,156.3408957,300,5000,100,21,1,187.60907484
001019065,Actual,SECO,62115118,Titanium & Titanium Alloys,Ti-6Al-4V,Wet,None,EUROTECH HORZ LATHE,LCMF 160404-400 FT,CP200,135.0,0.006,0.06,60.0,125.07271667999998,300,5000,100,19.9,2,125.07271668
001019036,Current,"ISCAR METALS, INC.",,"Ferritic, Martensitic, PH Stainless Steels",17-4PH,Wet,None,25,GFN3,IC328,344.0,0.0025,0.439,100.0,11.692591,180,10000,80.00,16.56,1,7.0155546
001019036,Actual,KENNAMETAL,57721003,"Ferritic, Martensitic, PH Stainless Steels",17-4PH,Wet,None,25,KGFN3J,KC5025,344.0,0.0025,0.439,175.0,20.46203425,180,10000,80.00,9.01,1,7.0155546
001019032,Current,VALENITE INC,,Aluminum,6061-T6,Wet,None,CNC Lathe,CPGT21.51PM2,VP9625,600.0,0.005,0.04,250.0,49.0837695,600,500000,40,17.75,2,11.78010468
001019032,Actual,KENNAMETAL,01389618,Aluminum,6061-T6,Wet,None,CNC Lathe,CPGT2151LF,KP5410,800.0,0.005,0.04,250.0,36.81282675,600,500000,40,16.23,2,8.83507842
001019028,Current,INGERSOLL CUTTING TOOL COMPANY,,"Med-High Plain-Carbon,Alloy, Tool Steels",1045,Wet,None,Lathe,WNMG 432,TT5100,800.0,0.009,0.1,60.0,40.42757376,300,10000,65.00,7.61,6,40.42757376
001019028,Actual,"ISCAR METALS, INC.",84441948,"Med-High Plain-Carbon,Alloy, Tool Steels",1045,Wet,None,Lathe,WNMG 332 TF,IC 8250,800.0,0.009,0.1,300.0,202.1378688,300,10000,65.00,8.81,6,40.42757376
001019027,Current,SUMITOMO ELECTRIC CARBIDE INC,,"Med-High Plain-Carbon,Alloy, Tool Steels",8640,Dry,None,Lathe,CNMA,BN250,350.0,0.01,0.085,10.0,67.65145848,60,2500,65,34,1,405.90875088
001019027,Actual,HERTEL,44880565,"Med-High Plain-Carbon,Alloy, Tool Steels",8640,Dry,None,Lathe,CNMA 432,HT620BN,350.0,0.01,0.085,8.0,54.121166784,60,2500,65,17.77,1,405.90875088
001019026,Current,SUMITOMO ELECTRIC CARBIDE INC,,"Med-High Plain-Carbon,Alloy, Tool Steels",8640,Dry,None,Lathe,DNGA,BN250,350.0,0.008,0.1,5.0,46.9801795,60,1000,65,49,1,563.762154
001019026,Actual,HERTEL,44880698,"Med-High Plain-Carbon,Alloy, Tool Steels",8640,Dry,None,Lathe,DNGA 432,HT620,350.0,0.008,0.1,5.0,46.9801795,60,1000,65,34.95,1,563.762154
001019020,Current,"ISCAR METALS, INC.",,Low-Carbon Steels,12L14,Wet,None,Lathe,GIP,328,350.0,0.012,0.5,20.0,24.9314385,60,1000,65,14,1,74.7943155
001019020,Actual,SECO,79844361,Low-Carbon Steels,12L14,Wet,None,Lathe,LCMF 1603,CP500,550.0,0.012,0.5,40.0,25.38473728,60,1000,65,21.04,2,38.07710592
001019016,Current,MITSUBISHI MATERIALS U.S.A. CO,,Aluminum,6061-T6,Wet,Light,CNC Lathe,CNMG 643 MM,MP7035,1200.0,0.01,0.08,400.0,314.1361256,600,150000,40,13.50,4,47.12041884
001019016,Actual,KENNAMETAL,06394613,Aluminum,6061-T6,Wet,Light,CNC Lathe,CNMG643MS,KC5510,1250.0,0.013,0.08,450.0,260.9746272,600,150000,40,22.56,4,34.79661696
001019015,Current,MITSUBISHI MATERIALS U.S.A. CO,,Aluminum,6061-T6,Wet,Light,CNC Lathe,VNMG 332 FH,UE6020,1500.0,0.01,0.05,400.0,48.8656192,600,150000,40,13.50,4,7.32984288
001019015,Actual,KENNAMETAL,79260634,Aluminum,6061-T6,Wet,Light,CNC Lathe,VNMG332FP,KC5010,1500.0,0.012,0.05,400.0,40.7213496,600,150000,40,23.20,4,6.10820244
001019014,Current,MITSUBISHI MATERIALS U.S.A. CO,,Aluminum,6061-T6,Wet,Light,CNC Lathe,VNMG 332 FH,UE6020,1500.0,0.01,0.05,400.0,48.8656192,600,150000,40,13.50,4,7.32984288
001019014,Actual,KENNAMETAL,79263059,Aluminum,6061-T6,Wet,Light,CNC Lathe,VNMG332MS,K313,1500.0,0.015,0.05,800.0,65.1541592,600,150000,40,14.92,4,4.88656194
001019004,Current,VALENITE INC,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,ktm lathe,cnmg432nm4,wsm20,425.0,0.012,0.15,0.5,33.261472138,180,240,75.00,16.03,4,3991.37665656
001019004,Actual,TUNGALOY,01689579,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,ktm lathe,cnmg432sm,t6120,500.0,0.012,0.15,1.0,56.544502632,180,240,75.00,14.62,4,3392.67015792
001018993,Current,VALENITE INC,,Low-Carbon Steels,1018,Wet,None,CNC,TNMC43,VN20,250.0,0.007,0.02,20.0,93.1937172,180,600,100,12.050,3,279.5811516
